,adres,longitude,latitude
6379,"454047, г. Челябинск, ул. 2-я Павелецкая, 28",61.406955,55.269138
6388,"454085, г. Челябинск, ул. Танкистов, 177 А",61.472604,55.170157
6390,"454930, Россия, Челябинская область, Сосновский р-н, д. Таловка, промплощадка ЗАО «Завод Минплита»",1,1
6391,"454930, Россия, Челябинская область, Сосновский р-н, в районе п. Федоровка ЗАО «Завод Минплита»",1,1
6410,"456304, Челябинская область, г. Миасс, пр. Автозаводцев, д. 1 (шламонакопитель-отстойник ЮОС №1)",60.105602,55.066396
6411,"454139, РФ, Челябинская область, г. Челябинск, ул. Новороссийская, 44",61.476979,55.109889
6429,"454139, РФ, Челябинская область, г. Челябинск, ул. Новороссийская, 44",61.476979,55.109889
6509,"456110, Челябинская область, г. Катав-Ивановск, ул. Заводская, 1",58.205836,54.753513
6541,"457100, Челябинская область, г.Троицк-5",60.39565,54.446204
6597,"457662, Челябинская область, Нагайбакский район, п. Нагайбакский, ул. Центральная, д.5",59.53254,53.547028
6601,"Дробильно-закладочный комплекс – Челябинская область, Верхнеуральский район, р.п. Межозерный, на расстоянии 5,8 км южнее р.п. Межозерный",1,1
6604,"Обогатительная фабрика – Челябинская область, Нагайбакский сельсовет, 1,5 км юго-западнее пос. Совхозный",1,1
6614,"457218, Челябинская область, Варненский район, п. Красноармейский, в 9000 метрах на юго-запад, владение 1, строение 1",1,1
6621,"456602, Челябинская область, г. Копейск, ул. Линейная, 14",61.658717,55.121942
6626,"456208, Челябинская область, г.Златоуст, Парковый проезд, 1",59.704253,55.11148
6646,"456080, Челябинская область, г. Трехгорный, ул. Калинина, 8а",58.444554,54.813407
6653,"456080, Челябинская область, г. Трехгорный, ул. Кирова, д. 30, кв. 33",58.451193,54.819689
6669,"454081,г. Челябинск, ул. Героев Танкограда, 46 П",61.441046,55.214029
6670,"454087, г. Челябинск, ул. Кубанская, д.22",61.367699,55.120599
6671,"454081, г. Челябинск, ул. Героев Танкограда, 46 П",61.441046,55.214029
6674,"454087, г.Челябинск, ул. Кубанская, д.22",61.367699,55.120599
6675,"454081, Челябинск, ул. Героев Танкограда, 46 П",61.441046,55.214029
6689,"456513, Челябинская область, Сосновский район, поселок Рощино",61.263396,55.31056
6692,"456513. Россия, Челябинская область, Сосновский район, поселок Рощино (птичники № 81-88; №» 104-107, автогараж, кормоцех)",61.263396,55.31056
6693,"456539, Россия, Челябинская область, Сосновский район, д. Бутаки (птичники № 1-31, автогараж)",61.18146,55.041967
6694,"456513. Челябинская область, Сосновский район, поселок Рощино",61.263396,55.31056
6695,"456513, Россия, Челябинская область, Сосновский район, поселок Рощино (птичники №81-88; № 104-107. автогараж, кормоцех)",61.263396,55.31056
6698,"456513, Россия, Челябинская область, Сосновский район, поселок Рощино (птичники № 81-88; № 104-107. автогараж, кормоцех)",61.263396,55.31056
6699,"456539. Россия, Челябинская область, Сосновский район, д. Бутаки (птичники № 1-31, автогараж)",61.18146,55.041967
6702,"456539, Россия, Челябинская область, Сосновский район, д. Бутаки (птичники №1-31, автогараж)",61.18146,55.041967
6704,"456513, Россия, Челябинская область, Сосновский район, поселок Рощино (птичники №81-88; № 104-107, автогараж, кормоцех)",61.263396,55.31056
6705,"456539, Россия. Челябинская область, Сосновский район, д. Бутаки (птичники № 1-31, автогараж)",61.18146,55.041967
6717,"457020, Челябинская область, г. Пласт, ул. Октябрьская, 51 б.",60.81069,54.361256
6740,"456618, Челябинская область, г. Копейск, ул. Ленина, 24.",61.622282,55.105526
6777,"454008, г. Челябинск, ул. Косарева, 1-а",61.371741,55.196623
6789,"455013, Челябинская область, г. Магнитогорск, ул. Шоссейная, д. 48/1, строение 1.",59.088655,53.395454
